Name,Symbol,Sector,Industry,Yrs,Seq,DR,SP,Price,Yield,Dividend,Year,Annualized,Sch,Payout,Ex-Div,Pay,Inc.,1-yr,3-yr,5-yr,10-yr,A/D*,DEG,Notes,Payout,P/E,Month,EPS,PEG,P/Sales,P/Book,ROE,Growth,Growth,Growth,Growth,($Mil),Own.,Equity,Factor,Rule,Graham,2019,2020,2021,2022,2023,$,%,Beta,Low,High,MMA,MMA,OTC,Began,Survived,ROA
Lakeland Bancorp Inc.,LBAI,Financials,Banks,8,495,N,N,15.65,2.94,0.1150,4,0.46,B15,0.1000,5-4-18,5-15-18,15.00,12.7 ,10.5 ,10.4 ,2.6 ,4.055 ,1.168,,35.94,12.23,12,1.28,1.36,3.65,1.23,10.20,15.90,2.89,8.90,9.00,752,2.5,0.44,1.1 ,13.3 ,(18.2),0.49,0.50,0.55,0.60,0.65,2.79,17.8,0.86 ,13.7,-26.2,1.3,-14.0,,2011,0,1.1
Lakeland Financial Corp.,LKFN,Financials,Banks,7,598,N,N,45.03,2.31,0.2600,4,1.04,B07,0.2200,4-24-18,5-7-18,18.18,17.6 ,16.7 ,15.2 ,9.5 ,1.597 ,1.405,,35.99,15.58,12,2.89,1.56,5.92,2.29,13.70,17.10,6.79,10.80,10.00,"1,120",2.4,0.06,1.9 ,17.5 ,25.9 ,1.10,1.17,1.29,1.42,1.56,6.55,14.5,0.89 ,19.2,-12.1,4.7,-3.5,,2012,0,1.4
Lam Research Corp.,LRCX,Information Technology,Semiconductors & Semiconductor Equipment,5,818,-,-,169.58,2.59,1.1000,4,4.40,A10,0.5000,6-5-18,6-27-18,120.00,77.8 ,49.4 ,n/a,n/a,n/a,n/a,,27.04,10.42,6,16.27,1.89,2.43,4.96,38.40,78.20,6.39,90.50,5.51,"26,400",0.2,0.45,n/a,n/a,51.6 ,3.52,3.74,3.95,4.17,4.40,19.78,11.7,1.45 ,38.3,-27.8,18.4,2.6,,2014,0,19
Lamar Advertising Co.,LAMR,Real Estate,Equity Real Estate Investment Trusts (REITs),5,856,-,-,74.45,4.94,0.9200,4,3.68,C29,0.9100,12-14-18,12-28-18,1.10,9.9 ,9.9 ,n/a,n/a,n/a,n/a,,124.32,25.15,12,2.96,8.39,4.61,6.71,27.50,4.30,15.28,108.80,3.00,"7,370",0.2,2.32,n/a,n/a,173.9 ,3.81,4.19,4.31,4.44,4.58,21.33,28.6,1.08 ,21.3,-7.7,3.4,3.3,,2014,0,7.2
Las Vegas Sands Corp.,LVS,Consumer Discretionary,"Hotels, Restaurants & Leisure",8,572,-,-,58.36,5.28,0.7700,4,3.08,C30,0.7500,3-19-19,3-28-19,2.67,2.7 ,4.9 ,16.5 ,n/a,n/a,1.771,,98.09,18.59,12,3.14,4.20,3.30,6.68,54.40,37.00,6.70,9.30,4.43,"45,260",50.4,1.75,3.2 ,21.7 ,134.9 ,3.30,3.52,3.68,3.84,4.01,18.35,31.4,1.47 ,23.2,-28.4,7.4,-9.9,,2012,0,17.2
La-Z-Boy Inc.,LZB,Consumer Discretionary,Household Durables,7,646,Y,Y,29.62,1.76,0.1300,4,0.52,C20,0.1200,12-7-18,12-20-18,8.33,8.9 ,13.0 ,22.2 ,13.3 ,1.662 ,1.386,,27.51,15.67,4,1.89,2.01,0.84,2.18,13.70,3.30,9.81,16.00,7.80,"1,390",1.4,0.06,8.3 ,23.9 ,23.2 ,0.51,0.56,0.60,0.65,0.70,3.00,10.1,0.85 ,17.1,-24.3,4.9,-1.9,,2013,0,9
Lear Corp.,LEA,Consumer Discretionary,Auto Components,8,466,-,-,153.93,1.82,0.7000,4,2.80,C26,0.5000,3-6-18,3-26-18,40.00,40.0 ,40.9 ,32.7 ,n/a,n/a,5.842,,15.90,8.74,12,17.61,1.23,0.47,2.34,32.20,26.30,12.06,5.60,7.11,"10,060",0.1,0.46,25.8 ,34.5 ,(4.7),3.08,3.39,3.63,3.89,4.16,18.15,11.8,1.36 ,34.5,-25.4,14.0,-5.9,,2011,0,11.3
LegacyTexas Financial Group Inc.,LTXB,Financials,Banks,9,428,-,-,39.84,2.51,0.2500,4,1.00,B20,0.2200,2-4-19,2-19-19,13.64,14.8 ,9.0 ,10.8 ,12.9 ,0.831 ,0.618,,34.36,13.69,12,2.91,1.37,4.61,1.81,9.40,3.90,4.81,17.40,10.00,"1,910",0.8,0.13,(0.4),13.3 ,4.9 ,0.73,0.76,0.84,0.92,1.01,4.27,10.7,1.50 ,32.0,-15.6,9.9,-2.8,,2012,0,1
Legg Mason Inc.,LM,Financials,Capital Markets,8,512,-,-,29.80,4.56,0.3400,4,1.36,A09,0.2800,6-11-18,7-9-18,21.43,24.0 ,19.9 ,19.9 ,2.6 ,7.684 ,1.132,,151.11,33.11,3,0.90,5.34,0.81,0.66,7.50,-69.20,1.69,17.60,6.22,"2,510",1.0,0.57,(8.6),24.5 ,(1.4),1.25,1.27,1.35,1.44,1.53,6.84,23.0,1.71 ,28.2,-31.4,9.4,-6.8,,2011,0,3.6
LeMaitre Vascular Inc.,LMAT,Health Care,Health Care Equipment & Supplies,8,481,-,-,23.84,1.17,0.0700,4,0.28,A05,0.0550,3-21-18,4-5-18,27.27,33.3 ,20.5 ,19.5 ,n/a,n/a,0.506,,27.72,23.60,12,1.01,1.58,4.51,3.71,18.10,52.20,-11.18,38.50,15.00,466,17.3,0.00,(3.0),20.7 ,97.3 ,0.31,0.31,0.34,0.38,0.41,1.75,7.3,1.10 ,9.4,-42.3,-3.4,-24.9,,2011,0,15.8
Lennox International Inc.,LII,Industrials,Building Products,9,380,-,-,229.28,1.12,0.6400,4,2.56,A17,0.5100,6-28-18,7-13-18,25.49,22.3 ,20.3 ,21.2 ,15.2 ,1.396 ,0.858,,29.39,26.32,12,8.71,1.49,2.36,n/a,-409.00,25.20,30.95,24.70,17.72,"9,290",1.2,n/a,(4.0),22.3 ,n/a,2.53,2.78,3.06,3.37,3.70,15.45,6.7,1.01 ,29.3,-0.6,5.2,8.1,,2010,0,16.4
Lexington Realty Trust,LXP,Real Estate,Equity Real Estate Investment Trusts (REITs),9,343,N,N,9.61,7.39,0.1775,4,0.71,A17,0.1750,12-28-17,1-16-18,1.43,1.4 ,1.4 ,3.4 ,(6.3),n/a,n/a,,77.17,10.45,12,0.92,2.09,5.47,1.77,15.10,-12.70,-47.73,-18.90,5.00,"2,250",2.5,1.29,0.4 ,10.8 ,(9.4),0.72,0.72,0.76,0.80,0.84,3.84,39.9,1.05 ,26.6,0.8,11.2,13.1,,2010,0,5.3
Life Storage Inc.,LSI,Real Estate,Equity Real Estate Investment Trusts (REITs),6,675,-,-,98.27,4.07,1.0000,4,4.00,A26,0.9500,4-14-17,4-26-17,5.26,1.3 ,7.7 ,14.6 ,4.7 ,3.124 ,2.871,2018 = Year 6,137.46,33.77,12,2.91,6.75,8.29,2.28,6.70,5.60,-3.25,5.10,5.00,"4,520",0.9,0.87,(15.1),18.7 ,85.0 ,4.22,4.27,4.48,4.70,4.94,22.61,23.0,0.46 ,28.6,-4.5,2.9,3.9,,2014,0,3.5
Lincoln National Corp.,LNC,Financials,Insurance,9,424,Y,Y,58.49,2.53,0.3700,4,1.48,B01,0.3300,1-9-19,2-1-19,12.12,13.8 ,18.2 ,22.4 ,(2.3),n/a,n/a,,42.90,16.95,12,3.45,1.59,0.81,0.84,12.90,-31.60,6.99,-5.10,10.63,"12,630",0.2,0.39,8.0 ,25.0 ,(20.4),1.33,1.43,1.57,1.73,1.90,7.95,13.6,1.93 ,21.7,-32.1,3.4,-8.6,,2011,0,0.7
Lithia Motors Inc.,LAD,Consumer Discretionary,Specialty Retail,9,368,-,-,88.95,1.30,0.2900,4,1.16,B25,0.2700,5-10-18,5-25-18,7.41,7.5 ,14.5 ,18.4 ,9.3 ,1.986 ,0.563,,8.77,6.72,12,13.23,0.45,0.17,1.78,25.80,43.20,5.80,32.70,14.85,"1,980",1.5,2.72,13.0 ,19.7 ,(27.1),1.25,1.33,1.46,1.61,1.77,7.41,8.3,1.21 ,31.0,-30.0,11.6,1.3,,2010,0,5.9
Littelfuse Inc.,LFUS,Information Technology,"Electronic Equipment, Instruments & Components",9,385,-,-,175.72,0.98,0.4300,4,1.72,C07,0.3700,8-22-18,9-6-18,16.22,14.3 ,14.0 ,13.8 ,n/a,n/a,0.839,,25.22,25.77,12,6.82,2.15,2.71,2.90,9.00,58.00,8.21,16.40,12.00,"4,390",2.5,0.46,(11.0),14.7 ,82.2 ,1.76,1.90,2.09,2.30,2.53,10.60,6.0,0.99 ,13.3,-26.2,-0.7,-13.0,,2010,0,5
Logansport Financial Corp.,LOGN,Financials,Banks,6,709,-,-,38.50,3.64,0.3500,4,1.40,A13,0.3000,3-12-18,4-13-18,16.67,16.4 ,22.2 ,16.8 ,8.4 ,1.993 ,n/a,,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.5 ,n/a,1.39,1.43,1.48,1.52,1.57,7.38,19.2,n/a,n/a,n/a,n/a,n/a,OTC,2013,0,n/a
Logitech International,LOGI,Information Technology,"Technology Hardware, Storage & Peripherals",5,834,-,-,36.40,1.89,0.6876,1,0.69,Sep,0.6341,9-19-18,9-21-18,8.44,8.4 ,9.1 ,24.5 ,n/a,n/a,1.016,"Switz, CHF",47.75,25.28,12,1.44,2.16,2.26,5.33,23.50,9.60,7.83,24.10,11.76,"6,220",6.7,0.00,1.1 ,26.4 ,144.7 ,0.75,0.81,0.89,0.98,1.08,4.52,12.4,1.20 ,25.3,-27.1,10.5,-9.7,,2014,0,12.8
LyondellBasell Industries NV,LYB,Materials,Chemicals,8,459,-,-,86.97,4.60,1.0000,4,4.00,C12,0.9000,3-2-18,3-12-18,11.11,12.7 ,9.6 ,14.9 ,n/a,n/a,0.959,"Netherlands,US$",30.98,6.74,12,12.91,1.01,0.83,3.06,n/a,11.60,-6.03,15.50,6.66,"32,500",0.1,0.78,12.7 ,19.5 ,(4.3),4.40,4.44,4.74,5.06,5.39,24.03,27.6,1.20 ,12.2,-27.7,0.4,-14.6,,2011,0,n/a
Macatawa Bank Corp.,MCBC,Financials,Banks,5,845,-,-,9.76,2.87,0.0700,4,0.28,B28,0.0600,11-9-18,11-28-18,16.67,38.9 ,31.5 ,n/a,(0.4),n/a,n/a,,39.44,13.75,12,0.71,1.73,5.04,1.80,11.00,17.90,7.04,-15.80,8.00,331,17.8,0.22,n/a,n/a,4.9 ,0.28,0.29,0.32,0.34,0.37,1.60,16.4,0.56 ,10.8,-24.5,0.0,-13.3,,2014,0,1
Macerich Company,MAC,Real Estate,Equity Real Estate Investment Trusts (REITs),9,399,N,N,46.16,6.50,0.7500,4,3.00,C01,0.7400,11-8-18,12-3-18,1.35,3.5 ,4.1 ,4.7 ,(0.7),n/a,n/a,,447.76,68.90,12,0.67,329.55,6.72,2.14,2.50,-68.00,7.82,-11.20,0.21,"6,520",0.2,1.73,(57.7),11.2 ,156.0 ,3.00,3.23,3.24,3.25,3.25,15.98,34.6,0.90 ,12.9,-29.7,-0.8,-13.8,,2011,0,0.9
Mackinac Financial Corp.,MFNC,Financials,Banks,6,674,-,-,15.75,3.05,0.1200,4,0.48,A18,0.1000,4-6-17,4-18-17,20.00,4.3 ,13.9 ,24.6 ,n/a,n/a,n/a,2018 = Year 6,53.33,17.50,12,0.90,1.75,3.36,1.13,4.30,66.00,12.78,-4.10,10.00,170,5.0,0.00,10.1 ,27.6 ,(6.3),0.53,0.58,0.64,0.70,0.77,3.22,20.5,0.77 ,25.0,-10.4,9.6,0.3,,2014,0,0.4
Magna International Inc.,MGA,Consumer Discretionary,Auto Components,8,463,-,-,52.91,2.49,0.3300,4,1.32,C23,0.2750,3-8-18,3-23-18,20.00,20.0 ,14.5 ,15.6 ,15.4 ,1.011 ,1.121,"Canada,US$",19.73,7.91,12,6.69,1.82,0.41,1.64,21.20,13.00,6.07,13.90,4.35,"16,880",1.6,0.42,10.2 ,18.1 ,(24.1),1.45,1.54,1.61,1.68,1.75,8.03,15.2,1.39 ,23.4,-21.6,9.9,-3.5,,2011,0,9.1
Main Street Capital Corp.,MAIN,Financials,Capital Markets,8,537,-,-,36.87,6.35,0.1950,12,2.34,Mo.,0.1900,9-19-18,10-15-18,2.63,2.7 ,3.0 ,4.3 ,4.9 ,0.879 ,n/a,,64.11,10.10,12,3.65,1.44,9.76,1.49,15.40,10.90,2.08,-3.50,7.00,"2,240",5.0,0.63,0.5 ,10.6 ,(18.2),2.52,2.58,2.76,2.95,3.16,13.97,37.9,0.96 ,15.4,-8.9,1.4,-2.6,,2011,0,9.1
Malaga Financial Corp.,MLGF,Financials,Banks,9,341,-,-,25.80,3.88,0.2500,4,1.00,A03,0.2381,12-14-17,1-3-18,5.00,5.0 ,9.5 ,11.8 ,12.6 ,0.939 ,n/a,Adj/Stk Div,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15.7 ,n/a,1.03,1.06,1.09,1.13,1.16,5.47,21.2,n/a,n/a,n/a,n/a,n/a,OTC,2010,0,n/a
Manhattan Bridge Capital Inc.,LOAN,Financials,Mortgage Real Estate Investment Trusts (REITs),6,712,-,-,6.05,7.93,0.1200,4,0.48,A16,0.1100,4-9-18,4-16-18,9.09,14.6 ,13.7 ,73.4 ,n/a,n/a,2.021,,102.13,12.87,12,0.47,n/a,8.57,1.68,15.50,13.40,16.33,36.30,n/a,58,26.2,0.00,68.4 ,81.3 ,(2.0),0.52,0.57,0.59,0.60,0.62,2.90,47.9,0.56 ,13.3,-24.4,2.6,-8.4,,2013,0,7.7
ManpowerGroup Inc.,MAN,Industrials,Professional Services,8,506,-,-,79.03,2.56,1.0100,2,2.02,JuDe,0.9300,5-31-18,6-15-18,8.60,8.6 ,8.1 ,17.0 ,10.6 ,1.613 ,0.747,,24.88,9.73,12,8.12,1.79,0.23,1.87,22.10,10.00,-5.66,22.80,5.45,"5,100",0.2,0.40,9.9 ,19.6 ,(10.1),2.22,2.24,2.37,2.50,2.63,11.96,15.1,1.35 ,28.4,-41.0,9.3,-6.8,,2011,0,7
Manulife Financial Corporation,MFC,Financials,Insurance,5,854,-,-,16.08,6.22,0.25,4,1.00,C20,0.22,11-19-18,12-19-18,13.64,11.0 ,11.3 ,11.8 ,(0.9),n/a,1.668,"Canada, CAD",91.74,14.75,12,1.09,1.67,0.89,1.05,6.20,-13.50,4.64,7.100 ,8.820 ,31260,0.01,0.33,3.3 ,18.1 ,(17.0),0.92,0.96,1.05,1.14,1.24,5.31,33.0,1.32,20.63,-25.73,4.47,-7.46,,2014,0,0.3
Marathon Petroleum Corp.,MPC,Energy,"Oil, Gas & Consumable Fuels",9,439,N,N,66.26,3.20,0.5300,4,2.12,C12,0.4600,2-19-19,3-11-19,15.22,21.1 ,17.3 ,19.0 ,n/a,n/a,n/a,,42.32,13.23,12,5.01,0.38,0.53,1.97,26.00,70.30,10.24,-5.30,35.22,"45,080",0.4,1.22,9.0 ,22.2 ,7.6 ,2.02,2.23,2.45,2.69,2.96,12.36,18.6,1.34 ,22.1,-25.1,6.3,-9.9,,2011,0,7.5
Marcus Corp.,MCS,Communication Services,Entertainment,5,791,-,-,44.57,1.35,0.1500,4,0.60,C15,0.1250,3-2-18,3-15-18,20.00,20.0 ,13.5 ,12.0 ,5.8 ,2.058 ,0.614,,29.70,22.06,12,2.02,1.47,1.82,2.60,17.20,13.60,4.27,19.60,15.00,"1,260",3.3,0.63,(8.7),13.4 ,59.7 ,0.66,0.69,0.76,0.83,0.92,3.85,8.6,0.71 ,89.3,-2.7,6.9,18.0,,2014,0,7.9
Marquette National Corp.,MNAT,Financials,Banks,6,756,-,-,32.32,3.09,0.2500,4,1.00,A02,0.1300,12-20-18,1-2-19,92.31,56.6 ,27.0 ,n/a,(5.0),n/a,n/a,,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.66,0.68,0.70,0.72,0.74,3.50,10.8,n/a,n/a,n/a,n/a,n/a,OTC,2014,0,n/a
Marriot Vacations Worldwide Corp.,VAC,Consumer Discretionary,"Hotels, Restaurants & Leisure",6,757,-,-,88.54,2.03,0.4500,4,1.80,A04,0.4000,12-19-18,1-3-19,12.50,14.3 ,28.7 ,n/a,n/a,n/a,n/a,,119.21,58.64,12,1.51,2.72,1.69,0.83,5.80,20.60,38.62,97.60,21.54,"4,060",0.7,1.12,n/a,n/a,47.1 ,1.76,1.94,2.13,2.34,2.58,10.74,12.1,1.56 ,45.9,-42.6,16.6,-15.2,,2014,0,2.2
Marriott International Inc.,MAR,Consumer Discretionary,"Hotels, Restaurants & Leisure",9,378,Y,Y,114.53,1.43,0.4100,4,1.64,C30,0.3300,5-17-18,6-29-18,24.24,20.9 ,18.0 ,19.5 ,17.3 ,1.127 ,0.793,,25.75,17.98,12,6.37,0.97,1.81,17.09,55.00,95.40,3.23,24.60,18.57,"38,500",0.1,4.01,3.0 ,20.9 ,269.5 ,1.72,1.77,1.95,2.14,2.36,9.94,8.7,1.22 ,13.8,-23.0,3.3,-7.7,,2010,0,7
Marsh & McLennan Companies Inc.,MMC,Financials,Insurance,9,381,Y,Y,88.19,1.88,0.4150,4,1.66,B15,0.3750,7-10-18,8-15-18,10.67,10.5 ,10.2 ,10.5 ,7.0 ,1.488 ,0.873,,43.23,22.97,12,3.84,2.24,2.98,5.96,20.00,11.40,7.84,12.00,10.26,"44,450",0.2,0.83,(10.6),12.4 ,146.6 ,1.74,1.87,2.06,2.27,2.49,10.44,11.8,0.82 ,18.7,-1.6,6.4,6.0,,2010,0,7.3
Masco Corp,MAS,Industrials,Building Products,5,839,-,-,32.41,1.48,0.1200,4,0.48,A11,0.1050,10-11-18,11-13-18,14.29,7.4 ,6.0 ,7.7 ,(7.3),n/a,0.119,,24.49,16.54,12,1.96,1.05,1.20,270.08,n/a,9.30,12.53,64.90,15.76,"9,850",0.5,82.58,(7.3),9.2 ,1308.9 ,0.48,0.52,0.58,0.63,0.70,2.90,9.0,1.44 ,19.9,-28.1,5.7,-8.3,,2014,0,11.2
MasterCard Inc.,MA,Information Technology,IT Services,8,563,-,-,211.13,0.63,0.3300,4,1.32,B09,0.2500,1-8-19,2-8-19,32.00,13.6 ,16.0 ,36.6 ,32.5 ,1.128 ,2.475,,23.28,37.24,12,5.67,1.65,14.85,37.90,93.40,18.70,16.82,14.80,22.49,"214,670",11.1,1.10,0.0 ,37.3 ,692.0 ,1.10,1.21,1.33,1.46,1.61,6.72,3.2,1.08 ,34.7,-6.3,8.7,5.9,,2012,0,23
Materion Corp.,MTRN,Materials,Metals & Mining,6,720,-,-,46.93,0.89,0.1050,4,0.42,C02,0.1000,5-15-18,6-1-18,5.00,5.1 ,5.3 ,5.7 ,n/a,n/a,1.718,,17.65,19.72,12,2.38,1.64,0.77,1.77,6.50,10.20,8.20,3.30,12.00,937,0.7,0.04,(13.2),6.6 ,24.5 ,0.46,0.49,0.54,0.60,0.66,2.75,5.9,1.03 ,10.4,-27.9,-2.3,-14.8,,2013,0,4.3
Matson Inc.,MATX,Industrials,Marine,7,622,-,-,33.51,2.51,0.21,4,0.84,C2,0.2,8-1-18,9-6-18,5.00,5.1 ,5.4 ,5.8 ,n/a,n/a,0.728,,36.05,14.38,12,2.33,0.96,0.66,1.92,36.40,-3.70,-0.48,7.900 ,15.000 ,1430,0.3,1.22,(6.1),8.3 ,10.8 ,0.83,0.84,0.92,1.01,1.11,4.71,14.1,1.49,20.84,-20.14,-4.40,-6.49,,2012,0,10.9
MB Financial Inc.,MBFI,Financials,Banks,7,591,-,-,44.38,2.16,0.2400,4,0.96,C30,0.2100,3-14-18,3-30-18,14.29,17.1 ,13.9 ,16.9 ,2.9 ,5.786 ,2.345,,39.51,18.26,12,2.43,2.29,4.97,1.35,11.10,6.20,11.95,7.20,8.00,"3,720",1.2,0.21,0.8 ,19.0 ,4.7 ,1.02,1.12,1.21,1.31,1.41,6.07,13.7,1.06 ,19.5,-14.0,4.5,-2.9,,2012,0,1.5
Medical Properties Trust Inc.,MPW,Real Estate,Equity Real Estate Investment Trusts (REITs),5,803,-,-,18.20,5.49,0.2500,4,1.00,A12,0.2400,3-14-18,4-12-18,4.17,4.2 ,4.4 ,4.4 ,(0.9),n/a,0.500,,36.36,6.62,12,2.75,1.06,8.16,1.49,25.30,-4.30,-62.83,8.70,6.21,"6,600",1.3,0.90,3.2 ,9.8 ,(33.8),1.00,1.01,1.07,1.14,1.21,5.43,29.8,0.71 ,54.0,0.7,9.0,22.4,,2014,0,11.3
Mercantile Bank Corp.,MBWM,Financials,Banks,8,571,N,N,33.20,3.13,0.2600,4,1.04,C21,0.2500,3-7-19,3-20-19,4.00,25.7 ,17.0 ,15.6 ,11.6 ,1.346 ,1.776,,41.11,13.12,12,2.53,1.64,3.86,1.45,9.80,1.10,7.80,8.80,8.00,547,1.1,0.12,5.6 ,18.8 ,(8.0),0.94,1.01,1.09,1.18,1.28,5.51,16.6,0.84 ,25.8,-11.5,9.4,-0.2,,2012,0,1.1
Merck & Company,MRK,Health Care,Pharmaceuticals,8,558,Y,Y,74.43,2.96,0.5500,4,2.20,A08,0.4800,12-14-18,1-8-19,14.58,2.1 ,2.2 ,2.2 ,2.4 ,0.941 ,n/a,,99.55,33.68,12,2.21,3.47,4.65,6.11,10.10,29.20,8.24,-1.90,9.73,"194,130",0.1,0.73,(28.5),5.2 ,202.4 ,2.11,2.29,2.51,2.75,3.02,12.68,17.0,0.68 ,40.9,-7.2,-1.4,9.5,,2012,0,3.9
Methanex Corp.,MEOH,Materials,Chemicals,8,476,-,-,54.57,2.42,0.3300,4,1.32,C31,0.3000,3-15-18,3-31-18,10.00,12.3 ,7.1 ,11.0 ,8.1 ,1.350 ,0.230,,22.80,9.42,12,5.79,0.42,1.13,2.97,31.60,60.50,-16.00,47.60,22.20,"4,330",0.5,1.00,3.9 ,13.4 ,11.5 ,1.45,1.47,1.61,1.77,1.95,8.26,15.1,1.68 ,20.0,-34.4,1.2,-17.8,,2011,0,10.2
MetLife Inc.,MET,Financials,Insurance,6,722,-,-,45.67,3.68,0.4200,4,1.68,C13,0.4000,5-4-18,6-13-18,5.00,3.7 ,4.0 ,13.0 ,9.7 ,1.346 ,0.409,,34.85,9.48,12,4.82,0.57,0.65,0.88,9.60,35.70,3.05,31.80,16.69,"44,620",0.1,0.33,7.2 ,16.7 ,(39.1),1.83,1.88,2.07,2.28,2.50,10.56,23.1,1.19 ,21.0,-7.7,7.5,1.7,,2013,0,0.7
Mid Penn Bancorp,MPB,Financials,Banks,5,782,N,N,23.15,2.59,0.1500,4,0.60,A12,0.1300,12-20-17,1-12-18,15.38,15.4 ,10.9 ,24.6 ,(2.8),n/a,2.761,,46.51,17.95,12,1.29,n/a,3.38,0.82,4.50,5.60,n/a,8.90,n/a,194,4.2,0.21,9.2 ,27.2 ,(19.1),0.63,0.65,0.67,0.69,0.71,3.36,14.5,0.61 ,6.7,-37.0,-5.2,-22.9,,2014,0,0.4
Mid-America Apartment Communities Inc.,MAA,Real Estate,Equity Real Estate Investment Trusts (REITs),9,422,N,N,101.28,3.79,0.9600,4,3.84,A31,0.9225,1-14-19,1-31-19,4.07,6.0 ,6.2 ,5.8 ,4.1 ,1.408 ,0.369,,155.47,41.00,12,2.47,5.86,7.40,1.85,4.50,6.30,7.26,15.80,7.00,"11,510",0.4,0.73,(31.4),9.6 ,83.6 ,3.92,4.21,4.50,4.82,5.15,22.60,22.3,0.48 ,18.9,-3.5,2.2,3.2,,2011,0,2.5
MidWest One Financial Group Inc.,MOFG,Financials,Banks,9,442,-,-,27.71,2.92,0.2025,4,0.81,C15,0.1950,2-27-19,3-15-19,3.85,16.4 ,9.1 ,9.3 ,5.5 ,1.697 ,n/a,,40.70,13.92,12,1.99,1.74,2.63,0.97,6.00,2.00,4.46,-1.30,8.00,332,1.3,0.09,(1.7),12.2 ,(22.5),0.80,0.83,0.90,0.97,1.05,4.54,16.4,0.99 ,16.5,-21.3,4.7,-11.7,,2011,0,0.6
MKS Instruments Inc.,MKSI,Information Technology,Semiconductors & Semiconductor Equipment,8,504,-,-,81.63,0.98,0.2000,4,0.80,C08,0.1800,5-24-18,6-8-18,11.11,10.6 ,4.9 ,4.0 ,n/a,n/a,0.083,,10.60,10.81,12,7.55,0.86,2.09,2.46,23.10,234.60,-1.26,48.40,12.58,"4,450",0.4,0.19,(5.8),5.0 ,8.7 ,0.86,0.87,0.95,1.05,1.15,4.88,6.0,1.21 ,44.8,-36.4,15.7,-7.2,,2011,0,15.9
Mobile Mini Inc.,MINI,Industrials,Commercial Services & Supplies,5,790,-,-,37.79,2.65,0.2500,4,1.00,C14,0.2270,2-27-18,3-14-18,10.13,10.1 ,10.2 ,n/a,n/a,n/a,n/a,,n/a,n/a,12,-0.12,n/a,2.93,2.07,8.20,1.30,17.58,7.20,16.00,"1,700",0.5,1.13,n/a,n/a,n/a,1.01,1.11,1.23,1.35,1.48,6.18,16.4,1.79 ,28.3,-25.0,7.1,-10.0,,2014,0,3.4
Moelis & Company,MC,Financials,Capital Markets,5,787,-,-,43.75,4.30,0.4700,4,1.88,C07,0.3700,2-16-18,3-7-18,27.03,27.0 ,23.4 ,n/a,n/a,n/a,n/a,,28.79,6.70,12,6.53,0.68,2.96,5.34,21.90,252.70,0.00,51.60,9.90,"2,420",0.1,0.00,n/a,n/a,26.1 ,2.07,2.07,2.27,2.50,2.75,11.65,26.6,2.00 ,34.0,-33.8,13.3,-14.4,,2014,0,10.7
Mondelez International Inc.,MDLZ,Consumer Staples,Food Products,7,627,-,-,46.26,2.25,0.26,4,1.04,A10,0.22,9-27-18,10-12-18,18.18,12.2 ,12.9 ,11.2 ,n/a,n/a,0.694,,46.85,20.84,12,2.22,2.62,2.59,2.66,13.50,77.30,2.43,16.200 ,7.960 ,67740,0.1,0.79,(7.3),13.5 ,57.0 ,1.01,1.04,1.12,1.21,1.30,5.68,12.3,0.84,23.62,-0.60,8.14,10.46,,2012,0,5.5
Monotype Imaging Holdings Inc.,TYPE,Information Technology,Software,7,596,-,-,16.60,2.80,0.1160,4,0.46,A20,0.1130,3-30-18,4-20-18,2.65,2.7 ,6.7 ,15.9 ,n/a,n/a,n/a,,n/a,n/a,12,-0.09,n/a,2.86,2.03,0.30,-142.80,0.00,-17.10,15.00,687,1.8,0.24,n/a,18.7 ,n/a,0.47,0.47,0.51,0.56,0.62,2.63,15.8,1.02 ,8.6,-37.9,0.3,-15.3,,2012,0,0.2
Moody's Corp.,MCO,Financials,Capital Markets,9,347,-,-,158.51,1.11,0.4400,4,1.76,C12,0.3800,2-16-18,3-12-18,15.79,15.8 ,9.0 ,14.4 ,16.0 ,0.899 ,2.871,,40.84,36.78,12,4.31,2.71,6.68,75.84,842.60,184.30,6.68,5.00,13.60,"30,400",0.1,12.38,(21.3),15.5 ,1013.4 ,1.94,2.07,2.27,2.50,2.75,11.52,7.3,1.24 ,22.6,-15.7,7.0,-3.4,,2010,0,12.5
Morgan Stanley,MS,Financials,Capital Markets,5,827,-,-,42.3,2.84,0.3000,4,1.20,B14,0.2500,7-30-18,8-15-18,20.00,22.2 ,26.0 ,40.6 ,0.2 ,221.215 ,0.154,,25.42,8.96,12,4.72,0.66,1.42,1.02,10,23.7,9.05,263,13.62,71190,24.2,6.08,34.5 ,43.5 ,(36.3),1.21,1.32,1.45,1.60,1.76,7.33,17.3,1.23,15.13,-28.76,1.01,-10.75,,2014,0,0.8
